"词语" "次数"
"了" 180
"道" 146
"笑" 97
"的" 87
"我" 74
"是" 70
"也" 57
"又" 54
"来" 54
"说" 53
"不" 50
"众人" 44
"着" 44
"宝" 42
"他" 39
"湘云" 39
"有" 38
"忙" 37
"李" 37
"都" 35
"你" 34
"母" 34
"贾" 34
"这" 29
"作" 28
"宝玉" 28
"玉" 28
"琴" 28
"联" 28
"去" 26
"一" 25
"人" 25
"纨" 25
"黛" 25
"好" 23
"就" 22
"儿" 21
"便" 19
"春" 18
"钗" 18
"上" 17
"凤" 17
"字" 17
"已" 16
"才" 15
"要" 15
"你们" 14
"只" 14
"听" 14
"花" 14
"见" 14
"命" 13
"在" 13
"猜" 13
"看" 13
"诗" 13
"香" 13
"一个" 12
"写" 12
"和" 12
"因" 12
"红梅" 12
"过" 12
"雪" 12
"个" 11
"倒" 11
"大家" 11
"姨妈" 11
"得" 11
"那里" 11
"酒" 11
"姐儿" 10
"想" 10
"等" 10
"罢" 10
"问" 10
"再" 9
"出" 9
"如今" 9
"我们" 9
"没" 9
"老太太" 9
"还" 9
"那" 9
"一句" 8
"一面" 8
"下" 8
"中" 8
"会" 8
"句" 8
"大" 8
"念" 8
"惜" 8
"早" 8
"梅" 8
"梅花" 8
"用" 8
"画" 8
"老祖宗" 8
"薛" 8
"与" 7
"丫鬟" 7
"何" 7
"先" 7
"冷" 7
"别" 7
"吃" 7
"呢" 7
"年" 7
"快" 7
"打" 7
"拿" 7
"探" 7
"未" 7
"正" 7
"纹" 7
"绮" 7
"罚" 7
"虽" 7
"该" 7
"银子" 7
"且" 6
"两个" 6
"为" 6
"出来" 6
"到" 6
"向" 6
"坐" 6
"多" 6
"妙" 6
"妹妹" 6
"姨太太" 6
"将" 6
"山" 6
"带" 6
"成" 6
"或" 6
"无" 6
"暖" 6
"编" 6
"自己" 6
"至" 6
"让" 6
"说道" 6
"请" 6
"走" 6
"起" 6
"韵" 6
"一回" 5
"三个" 5
"五十两" 5
"今日" 5
"们" 5
"可" 5
"回" 5
"如" 5
"小" 5
"意思" 5
"把" 5
"接" 5
"时" 5
"有趣" 5
"枝" 5
"每人" 5
"话" 5
"赏" 5
"轿" 5
"这里" 5
"送" 5
"随" 5
"难" 5
"一枝" 4
"三" 4
"下雪" 4
"丫头" 4
"乐" 4
"二" 4
"云" 4
"什么" 4
"他们" 4
"伏" 4
"北风" 4
"半日" 4
"各" 4
"告诉" 4
"咏" 4
"姐" 4
"子" 4
"完" 4
"家" 4
"岂" 4
"岫" 4
"忘" 4
"抢" 4
"推" 4
"收" 4
"方" 4
"杯" 4
"瓶" 4
"皆" 4
"真" 4
"答应" 4
"红" 4
"给" 4
"自" 4
"许" 4
"说话" 4
"起来" 4
"这个" 4
"邢" 4
"里" 4
"闻" 4
"一夜" 3
"一定" 3
"一首" 3
"两" 3
"之" 3
"些" 3
"仍" 3
"从" 3
"例" 3
"俗物" 3
"入" 3
"内" 3
"凝" 3
"几个" 3
"分" 3
"到底" 3
"半" 3
"却" 3
"只见" 3
"叫" 3
"名" 3
"四" 3
"坐下" 3
"妆" 3
"姑子" 3
"孝敬" 3
"寒" 3
"年下" 3
"往" 3
"很" 3
"心" 3
"心里" 3
"必" 3
"忽" 3
"恰" 3
"房" 3
"找" 3
"披" 3
"摇头" 3
"故" 3
"斗" 3
"斟" 3
"方才" 3
"旧" 3
"昨日" 3
"更" 3
"未了" 3
"梦" 3
"水" 3
"深" 3
"添" 3
"灯谜" 3
"父亲" 3
"物" 3
"犹" 3
"疏" 3
"相" 3
"睡" 3
"知" 3
"站" 3
"竹" 3
"管" 3
"紫" 3
"翠" 3
"而" 3
"脸" 3
"色" 3
"艳" 3
"若" 3
"草" 3
"萤" 3
"语" 3
"谁" 3
"象" 3
"趣" 3
"转" 3
"迎" 3
"这样" 3
"进" 3
"门" 3
"闲" 3
"霞" 3
"顽" 3
"题目" 3
"风" 3
"高兴" 3
"鼓" 3
"一支" 2
"一日" 2
"一杯" 2
"一样" 2
"一行" 2
"三首" 2
"上头" 2
"下去" 2
"不如" 2
"不容" 2
"不用" 2
"不知" 2
"不能" 2
"世家" 2
"世面" 2
"东西" 2
"主意" 2
"之间" 2
"乞" 2
"事" 2
"亦" 2
"亲" 2
"亲自" 2
"人家" 2
"今" 2
"仍旧" 2
"仔细" 2
"仙" 2
"件" 2
"众" 2
"伞" 2
"传" 2
"住" 2
"何不" 2
"依" 2
"偏" 2
"停" 2
"催" 2
"僵" 2
"冻" 2
"击" 2
"凿" 2
"别人" 2
"前" 2
"剩" 2
"剪" 2
"匾" 2
"十" 2
"十分" 2
"厌" 2
"原" 2
"取" 2
"受" 2
"古迹" 2
"只得" 2
"可不" 2
"可是" 2
"台" 2
"叶" 2
"吐" 2
"吟" 2
"听见" 2
"咱们" 2
"善" 2
"喜" 2
"嚼" 2
"四书" 2
"回来" 2
"因为" 2
"园" 2
"园子" 2
"围" 2
"地方" 2
"坞" 2
"城" 2
"外" 2
"多少" 2
"够" 2
"大雪" 2
"失" 2
"夹道" 2
"姐姐" 2
"孤" 2
"定" 2
"客" 2
"对" 2
"小儿" 2
"少" 2
"尽" 2
"山坡" 2
"巧" 2
"已经" 2
"并" 2
"序" 2
"度" 2
"庵" 2
"开" 2
"当中" 2
"征" 2
"心中" 2
"怀" 2
"怎么" 2
"怕" 2
"怜" 2
"懒" 2
"所以" 2
"手" 2
"手炉" 2
"折" 2
"担待" 2
"拣" 2
"挂" 2
"指" 2
"挑" 2
"捉弄" 2
"捧" 2
"接着" 2
"提" 2
"插" 2
"撕" 2
"操心" 2
"敏捷" 2
"敢" 2
"斗篷" 2
"既" 2
"日子" 2
"明年" 2
"曾" 2
"替" 2
"最" 2
"月" 2
"林" 2
"栊" 2
"榭" 2
"槎" 2
"槛" 2
"欣" 2
"正是" 2
"毕" 2
"毡" 2
"求" 2
"没有" 2
"浅近" 2
"浮" 2
"潮湿" 2
"灰" 2
"点" 2
"点头" 2
"烟" 2
"烟道" 2
"热" 2
"煮" 2
"猜猜" 2
"理" 2
"瑶" 2
"疑" 2
"盛" 2
"省" 2
"石" 2
"破费" 2
"社" 2
"称" 2
"稻" 2
"空" 2
"穿" 2
"竟" 2
"笔" 2
"笛" 2
"箸" 2
"粗" 2
"粗话" 2
"紧" 2
"绛" 2
"绝" 2
"续" 2
"缟" 2
"老" 2
"老农" 2
"耍" 2
"肯" 2
"背" 2
"腰" 2
"芦" 2
"落" 2
"蓑" 2
"融" 2
"衣裳" 2
"袭" 2
"裘" 2
"褂" 2
"觉" 2
"评论" 2
"试" 2
"误" 2
"说笑" 2
"谜" 2
"赋" 2
"赞" 2
"跟" 2
"跟前" 2
"边" 2
"过去" 2
"过来" 2
"还有" 2
"这些" 2
"迟" 2
"递" 2
"逛" 2
"遥" 2
"那个" 2
"配" 2
"醉" 2
"银" 2
"院" 2
"险" 2
"隐" 2
"雀" 2
"雅" 2
"露" 2
"预备" 2
"飞" 2
"饶" 2
"鳌" 2
"鸳鸯" 2
"鹤" 2
"一下" 1
"一两点" 1
"一副" 1
"一口" 1
"一对" 1
"一层层" 1
"一年" 1
"一时" 1
"一条" 1
"一概" 1
"一气" 1
"一瓶" 1
"一番" 1
"一盘" 1
"一笔" 1
"一齐" 1
"七律" 1
"三位" 1
"三尺" 1
"三山" 1
"上下" 1
"上苍" 1
"下回" 1
"下联" 1
"下边" 1
"下酒" 1
"不但" 1
"不合" 1
"不够" 1
"不好" 1
"不少" 1
"不得了" 1
"不必" 1
"不服" 1
"不然" 1
"不理" 1
"不管" 1
"不解" 1
"不许" 1
"不错" 1
"不顾" 1
"东" 1
"东风" 1
"丢" 1
"两三个" 1
"两杯" 1
"两桌" 1
"两盘" 1
"中用" 1
"临清" 1
"丹" 1
"为人" 1
"为难" 1
"为首" 1
"主人" 1
"久" 1
"之上" 1
"九重" 1
"买卖" 1
"了得" 1
"争" 1
"二十五两" 1
"二尺" 1
"于" 1
"五六" 1
"五六个" 1
"五六尺" 1
"五岳" 1
"交给" 1
"人品" 1
"人间" 1
"仇" 1
"今儿" 1
"今朝" 1
"令" 1
"以" 1
"价" 1
"任" 1
"会意" 1
"估量" 1
"何处" 1
"何干" 1
"余" 1
"佛" 1
"作罢" 1
"使得" 1
"依次" 1
"便道" 1
"俊" 1
"信" 1
"候" 1
"借" 1
"债主" 1
"做" 1
"偶" 1
"偷" 1
"僧" 1
"儿女" 1
"儿子" 1
"允" 1
"光" 1
"兜" 1
"入世" 1
"全" 1
"八字" 1
"兰" 1
"共" 1
"其" 1
"其间" 1
"冒" 1
"冰" 1
"冰雪" 1
"冲" 1
"冷暖" 1
"准" 1
"准备" 1
"凋" 1
"凑" 1
"凑巧" 1
"凫" 1
"凭" 1
"凸" 1
"出神" 1
"击鼓" 1
"刁钻古怪" 1
"分歧" 1
"分离" 1
"分解" 1
"刮" 1
"制" 1
"剁" 1
"削" 1
"前头" 1
"前年" 1
"前身" 1
"割" 1
"功劳" 1
"加" 1
"加倍" 1
"动" 1
"动摇" 1
"劳" 1
"势" 1
"包揽" 1
"化" 1
"匝" 1
"十个" 1
"十件" 1
"十月" 1
"十首" 1
"千峰" 1
"半天" 1
"半年" 1
"南" 1
"卧" 1
"卧房" 1
"即景" 1
"原来" 1
"及" 1
"双" 1
"反" 1
"口" 1
"古人" 1
"另" 1
"另外" 1
"只好" 1
"只怕" 1
"只管" 1
"叫作" 1
"可好" 1
"可惜" 1
"吃喝" 1
"各人" 1
"各处" 1
"各自" 1
"名利" 1
"后" 1
"后事" 1
"后人" 1
"后头" 1
"吓" 1
"吞" 1
"吧" 1
"含笑" 1
"听听" 1
"呸" 1
"和尚" 1
"哦" 1
"唇" 1
"唏嘘" 1
"喊" 1
"喜悦" 1
"嗐" 1
"嘱" 1
"嚷" 1
"因此" 1
"固" 1
"图" 1
"地" 1
"地下" 1
"地步" 1
"场" 1
"块" 1
"坤" 1
"坳" 1
"垤" 1
"埋" 1
"堆" 1
"堆砌" 1
"堑" 1
"堪" 1
"墀" 1
"壁" 1
"壑" 1
"士" 1
"声" 1
"壶" 1
"复" 1
"外头" 1
"多谢" 1
"大会" 1
"大方" 1
"大红" 1
"大约" 1
"天" 1
"天上" 1
"天下" 1
"天天" 1
"天机" 1
"天气" 1
"太太" 1
"头" 1
"夷" 1
"夺" 1
"奇异" 1
"奉" 1
"奢华" 1
"女" 1
"女儿" 1
"好好" 1
"好找" 1
"好看" 1
"如何" 1
"如同" 1
"如林" 1
"如此" 1
"姊妹" 1
"婶" 1
"媒" 1
"嫦娥" 1
"嫩" 1
"孝心" 1
"孩儿" 1
"孩子" 1
"安" 1
"实惠" 1
"审" 1
"室" 1
"害臊" 1
"宵" 1
"家眷" 1
"容情" 1
"宿" 1
"寂寞" 1
"寄" 1
"密" 1
"寒冷" 1
"寻" 1
"寻常" 1
"寻思" 1
"封" 1
"尘" 1
"尚" 1
"尚未" 1
"尧" 1
"就是" 1
"尾巴" 1
"屈" 1
"屈才" 1
"屋里" 1
"岭" 1
"岸" 1
"嵌" 1
"工" 1
"市" 1
"希" 1
"帘" 1
"帚" 1
"干" 1
"平" 1
"平平" 1
"年纪" 1
"幽" 1
"广" 1
"应" 1
"底" 1
"庚" 1
"府" 1
"庭" 1
"庾" 1
"开门" 1
"弄" 1
"弯" 1
"归" 1
"往事" 1
"往后" 1
"径" 1
"徭" 1
"志" 1
"快快" 1
"忽然" 1
"怀古" 1
"怀里" 1
"性" 1
"恐" 1
"恨" 1
"息" 1
"惊" 1
